id,review,sentiScore_pos,sentiScore_neg,rating,past,sentiScore,title,dataSource,length_words,stopwords_removal,stemmed
1683,Love it,3,-1,5,0,3,Great,RE2014_app_and_play_store_apps,2,love,lov it
1684,A essential for any tablet user or ANY entrepreneur It's capability and conveniences will make you wonder how you went without it (or how you used the Notes function so long)!,2,-1,5,2,2,Useful &amp time-saving,RE2014_app_and_play_store_apps,37,essential for any tablet user or any entrepreneur it's capability conveniences will make wonder how went without (or how used notes function so long)!,a ess for any tablet us or any entrepr it's cap and conveny wil mak you wond how you went without it (or how you us the not funct so long)!
1685,I can't live w o it!,1,-1,5,0,-1,Vital,RE2014_app_and_play_store_apps,10,can't live w o it!,i can't liv w o it!
1686,"Good notes app, nicely organized and clean to edit and read  Highly recommend",2,-1,5,1,2,Excellent,RE2014_app_and_play_store_apps,14,"good notes app, nicely organized clean to edit read highly recommend","good not app, nic org and cle to edit and read high recommend"
1687,Very useful,3,-1,5,0,3,Love this app!,RE2014_app_and_play_store_apps,2,very useful,very us
1688,I love this app and use it daily as a journal,3,-1,5,0,3,Review,RE2014_app_and_play_store_apps,11,love this app use daily as journal,i lov thi ap and us it dai as a journ
1689,Great app!! This made life easy to capture family moments and saving for years to come I evaluated quite few and Evernote stand top on the list,3,-1,4,1,3,Love this,RE2014_app_and_play_store_apps,29,great app!! this made life easy to capture family moments saving for years to come evaluated quite few evernote stand top list,gre app!! thi mad lif easy to capt famy mom and sav for year to com i evalu quit few and evernot stand top on the list
1690,If you take notes - this is a must have,1,-1,5,0,-1,"Simple, dependable - excellent!!",RE2014_app_and_play_store_apps,10,if take notes - this must have,if you tak not - thi is a must hav
1691,Best app on my phone !!,2,-1,5,0,2,GREAT !!!,RE2014_app_and_play_store_apps,7,best app phone !!,best ap on my phon !!
1692,"As the title of this review states, this is probably the very best note-taking application available to the digital world Ever since I started to use it it has been wonderful! Each time I think I understand all it does I find a newer, cooler feature either on the Mac app or the iPadiPhone app I do a lot of research in grad school and this has been an amazing tool",4,-1,5,3,4,Probably THE best note-taking Application Available,RE2014_app_and_play_store_apps,74,"as title of this review states, this probably very best note-taking application available to digital world ever since started to use has been wonderful! each time think understand all does find newer, cooler feature either mac app or ipadiphone app do lot of research grad school this has been amazing tool","as the titl of thi review states, thi is prob the very best note-taking apply avail to the digit world ev sint i start to us it it has been wonderful! each tim i think i understand al it doe i find a newer, cool feat ei on the mac ap or the ipadiphon ap i do a lot of research in grad school and thi has been an amaz tool"
1693,Goodgood,1,-1,5,0,-1,Good,RE2014_app_and_play_store_apps,1,goodgood,goodgood
1694,More Awesomeness,1,-1,5,0,-1,Awesomeness,RE2014_app_and_play_store_apps,2,more awesomeness,mor awesom
1695,Couldn't live without it,1,-1,5,0,-1,Life changing,RE2014_app_and_play_store_apps,7,couldn't live without,couldn't liv without it
1696,"As a new Mom, blogger  writer, grad student and full time professional, I manage lots of details, and this app helps to keep it all straight! I love it! Thank you!!",3,-1,5,0,3,Great App!,RE2014_app_and_play_store_apps,39,"as new mom, blogger writer, grad student full time professional, manage lots of details, this app helps to keep all straight! love it! thank you!!","as a new mom, blog writer, grad stud and ful tim professional, i man lot of details, and thi ap help to keep it al straight! i lov it! thank you!!"
1697,Meeting my expectations so far!!,2,-1,5,0,2,100%,RE2014_app_and_play_store_apps,7,meeting expectations so far!!,meet my expect so far!!
1698,Wonderful app!,3,-1,5,0,3,Remember everything,RE2014_app_and_play_store_apps,3,wonderful app!,wond app!
1699,Use Evernote all the time to keep track of my lifeawesome,1,-1,5,1,-1,Great app,RE2014_app_and_play_store_apps,11,use evernote all time to keep track of lifeawesome,us evernot al the tim to keep track of my lifeawesom
1700,"I couldn't be happier with Evernote If it spit out gold coins, some Would have problems with it",3,-2,5,0,3,REALTOR,RE2014_app_and_play_store_apps,58,"couldn't be happier with evernote if spit gold coins, some would have problems with use daily each day find new way to use definitely app to try - you'll find ways can't live without","i couldn't be happy with evernot if it spit out gold coins, som would hav problem with it i us it dai and each day i find a new way to us it definit an ap to try - and you'll find way you can't liv without it"
,,,,,,,,,,,
,I use it daily and each day I find a new way to use it,,,,,,,,,,
,,,,,,,,,,,
,Definitely an app to try - and you'll find ways you can't live without it,,,,,,,,,,
1701,In just a few and simple words It is impossible for me to work without it It has became an indispensable tool for me,1,-1,5,1,-1,Indispensable!!!!,RE2014_app_and_play_store_apps,24,just few simple words impossible for to work without has became indispensable tool for,in just a few and simpl word it is imposs for me to work without it it has becam an indisp tool for me
1702,11 stars,1,-1,5,0,-1,There should 11 stars,RE2014_app_and_play_store_apps,4,11 stars good stuff,11 star good stuff
,,,,,,,,,,,
,Good stuff,,,,,,,,,,
1703,Decent,1,-1,5,0,-1,Decent,RE2014_app_and_play_store_apps,1,decent,dec
1704,I use Evernote every day It's more and more robust with each new edition,1,-1,5,0,-1,I'm in Evernote all day,RE2014_app_and_play_store_apps,17,use evernote every day it's more more robust with each new edition,i us evernot every day it's mor and mor robust with each new edit
1705,I've been depending on Evernote for years The mobile app makes it even more convenient,1,-1,5,1,-1,Vital app!,RE2014_app_and_play_store_apps,18,i've been depending evernote for years mobile app makes even more convenient,i've been depend on evernot for year the mobl ap mak it ev mor conveny
1706,Was a great app that I use every day before Update with reminders makes it that much better Evernote keeps me organized!,3,-1,5,2,3,Just got better,RE2014_app_and_play_store_apps,23,was great app that use every day before update with reminders makes that much better evernote keeps organized!,was a gre ap that i us every day bef upd with remind mak it that much bet evernot keep me organized!
1707,It allows me to record daily notes that aid in medical evaluations It feel almost like cheating my memory,2,-3,5,0,-3,Great app,RE2014_app_and_play_store_apps,19,allows to record daily notes that aid medical evaluations feel almost like cheating memory,it allow me to record dai not that aid in med evalu it feel almost lik che my mem
1708,I've been an Evernote user for years It's the first App I install on any new device Essential I use it for everything,1,-1,5,1,-1,Essential,RE2014_app_and_play_store_apps,29,i've been evernote user for years it's first app install any new device essential use for everything,i've been an evernot us for year it's the first ap i inst on any new dev ess i us it for every
1709,Just perfect,1,-1,5,0,-1,Evernote,RE2014_app_and_play_store_apps,2,just perfect,just perfect
1710,Probably the most important app I use,1,-1,5,0,-1,Can't do without it,RE2014_app_and_play_store_apps,7,probably most important app use,prob the most import ap i us
1711,"Well organized, easy to use, and doesn't shove buying the upgrade in your face  I use it here on my phone and on my laptop  Great stuff!",3,-1,5,1,3,Excellent note app,RE2014_app_and_play_store_apps,33,"well organized, easy to use, doesn't shove buying upgrade face use here phone laptop great stuff!","wel organized, easy to use, and doesn't shov buy the upgrad in yo fac i us it her on my phon and on my laptop gre stuff!"
1712,Really good app,3,-1,5,0,3,Evernote,RE2014_app_and_play_store_apps,3,really good app,real good ap
1713,Never forget again!,1,-1,4,1,-1,Love this app!,RE2014_app_and_play_store_apps,4,never forget again!,nev forget again!
1714,"I'd tried Evernote in the past and never stuck with it, but after using it for everything for the last six months, I don't know what is do without it ",1,-1,5,2,-1,Changed My Life,RE2014_app_and_play_store_apps,52,"i'd tried evernote past never stuck with it, but after using for everything for last six months, don't know what do without app fantastic works really smoothly makes creating retrieving notes easy","i'd tri evernot in the past and nev stuck with it, but aft us it for every for the last six months, i don't know what is do without it the ap is fantast work real smoo and mak cre and retriev not easy"
